p1_games,p2_games,p1_score,p2_score,p1_points_won,p2_points_won,p1_break_pt_won,p2_break_pt_won,server_1,server_2,point_victor_1,point_victor_2,momentum,impetus
2,4,30.0,30.0,81,95,0,0,1,0,1,0,3.0,-14
2,4,40.0,30.0,82,95,0,0,1,0,1,0,3.0,-13
3,4,0.0,0.0,82,96,0,0,0,1,0,1,3.0,-14
3,4,0.0,15.0,82,97,0,0,0,1,0,1,2.0,-15
3,4,0.0,30.0,83,97,0,0,0,1,1,0,2.0,-14
3,4,15.0,30.0,84,97,0,0,0,1,1,0,2.0,-13
3,4,30.0,30.0,84,98,0,0,0,1,0,1,2.0,-14
3,4,30.0,40.0,84,99,0,0,0,1,0,1,2.0,-15
3,5,0.0,0.0,85,99,0,0,1,0,1,0,2.0,-14
3,5,15.0,0.0,85,100,0,0,1,0,0,1,1.0,-15
3,5,15.0,15.0,86,100,0,0,1,0,1,0,2.0,-14
3,5,30.0,15.0,87,100,0,0,1,0,1,0,3.0,-13
3,5,40.0,15.0,88,100,0,0,1,0,1,0,3.0,-12
4,5,0.0,0.0,89,100,0,0,0,1,1,0,4.0,-11
4,5,15.0,0.0,89,101,0,0,0,1,0,1,3.0,-12
4,5,15.0,15.0,90,101,0,0,0,1,1,0,3.0,-11
4,5,30.0,15.0,91,101,0,0,0,1,1,0,3.0,-10
4,5,40.0,15.0,91,102,0,0,0,1,0,1,2.0,-11
4,5,40.0,30.0,91,103,0,0,0,1,0,1,2.0,-12
4,5,40.0,40.0,92,103,0,0,0,1,1,0,2.0,-11
4,5,50.0,40.0,92,104,0,0,0,1,0,1,1.0,-12
4,5,40.0,40.0,92,105,0,0,0,1,0,1,1.0,-13
4,5,40.0,50.0,92,106,0,0,0,1,0,1,1.0,-14
0,0,0.0,0.0,0,1,0,0,0,1,0,1,0.0,-1
0,0,0.0,15.0,0,2,0,0,0,1,0,1,0.0,-2
0,0,0.0,30.0,1,2,0,0,0,1,1,0,1.0,-1
0,0,15.0,30.0,1,3,0,0,0,1,0,1,1.0,-2
0,0,15.0,40.0,1,4,0,0,0,1,0,1,1.0,-3
0,1,0.0,0.0,1,5,0,0,1,0,0,1,1.0,-4
0,1,0.0,15.0,1,6,0,0,1,0,0,1,0.0,-5
0,1,0.0,30.0,1,7,0,0,1,0,0,1,0.0,-6
0,1,0.0,40.0,2,7,0,0,1,0,1,0,1.0,-5
0,1,15.0,40.0,3,7,0,0,1,0,1,0,2.0,-4
0,1,30.0,40.0,4,7,0,0,1,0,1,0,3.0,-3
0,1,40.0,40.0,5,7,0,0,1,0,1,0,4.0,-2
0,1,50.0,40.0,6,7,0,0,1,0,1,0,4.0,-1
1,1,0.0,0.0,6,8,0,0,0,1,0,1,3.0,-2
1,1,0.0,15.0,6,9,0,0,0,1,0,1,2.0,-3
1,1,0.0,30.0,6,10,0,0,0,1,0,1,1.0,-4
1,1,0.0,40.0,6,11,0,0,0,1,0,1,0.0,-5
1,2,0.0,0.0,6,12,0,0,1,0,0,1,0.0,-6
1,2,0.0,15.0,7,12,0,0,1,0,1,0,1.0,-5
1,2,15.0,15.0,8,12,0,0,1,0,1,0,2.0,-4
1,2,30.0,15.0,8,13,0,0,1,0,0,1,2.0,-5
1,2,30.0,30.0,9,13,0,0,1,0,1,0,3.0,-4
1,2,40.0,30.0,10,13,0,0,1,0,1,0,3.0,-3
2,2,0.0,0.0,10,14,0,0,0,1,0,1,2.0,-4
2,2,0.0,15.0,10,15,0,0,0,1,0,1,2.0,-5
2,2,0.0,30.0,10,16,0,0,0,1,0,1,1.0,-6
2,2,0.0,40.0,11,16,0,0,0,1,1,0,1.0,-5
2,2,15.0,40.0,11,17,0,0,0,1,0,1,1.0,-6
2,3,0.0,0.0,12,17,0,0,1,0,1,0,2.0,-5
2,3,15.0,0.0,12,18,0,0,1,0,0,1,2.0,-6
2,3,15.0,15.0,13,18,0,0,1,0,1,0,2.0,-5
2,3,30.0,15.0,13,19,0,0,1,0,0,1,2.0,-6
2,3,30.0,30.0,13,20,0,0,1,0,0,1,1.0,-7
2,3,30.0,40.0,13,21,0,1,1,0,0,1,1.0,-8
2,4,0.0,0.0,13,22,0,0,0,1,0,1,0.0,-9
2,4,0.0,15.0,13,23,0,0,0,1,0,1,0.0,-10
2,4,0.0,30.0,14,23,0,0,0,1,1,0,1.0,-9
2,4,15.0,30.0,15,23,0,0,0,1,1,0,2.0,-8
2,4,30.0,30.0,15,24,0,0,0,1,0,1,2.0,-9
2,4,30.0,40.0,15,25,0,0,0,1,0,1,2.0,-10
2,5,0.0,0.0,16,25,0,0,1,0,1,0,2.0,-9
2,5,15.0,0.0,16,26,0,0,1,0,0,1,1.0,-10
2,5,15.0,15.0,17,26,0,0,1,0,1,0,2.0,-9
2,5,30.0,15.0,17,27,0,0,1,0,0,1,2.0,-10
2,5,30.0,30.0,18,27,0,0,1,0,1,0,2.0,-9
2,5,40.0,30.0,19,27,0,0,1,0,1,0,3.0,-8
3,5,0.0,0.0,20,27,0,0,0,1,1,0,3.0,-7
3,5,15.0,0.0,20,28,0,0,0,1,0,1,3.0,-8
3,5,15.0,15.0,20,29,0,0,0,1,0,1,2.0,-9
3,5,15.0,30.0,20,30,0,0,0,1,0,1,1.0,-10
3,5,15.0,40.0,20,31,0,0,0,1,0,1,0.0,-11
0,0,0.0,0.0,21,31,0,0,1,0,1,0,1.0,-10
0,0,15.0,0.0,22,31,0,0,1,0,1,0,2.0,-9
0,0,30.0,0.0,22,32,0,0,1,0,0,1,2.0,-10
0,0,30.0,15.0,22,33,0,0,1,0,0,1,2.0,-11
0,0,30.0,30.0,22,34,0,0,1,0,0,1,1.0,-12
0,0,30.0,40.0,23,34,0,0,1,0,1,0,1.0,-11
0,0,40.0,40.0,23,35,0,0,1,0,0,1,1.0,-12
0,0,40.0,50.0,24,35,0,0,1,0,1,0,2.0,-11
0,0,40.0,40.0,24,36,0,0,1,0,0,1,2.0,-12
0,0,40.0,50.0,24,37,0,1,1,0,0,1,1.0,-13
0,1,0.0,0.0,24,38,0,0,0,1,0,1,1.0,-14
0,1,0.0,15.0,24,39,0,0,0,1,0,1,0.0,-15
0,1,0.0,30.0,24,40,0,0,0,1,0,1,0.0,-16
0,1,0.0,40.0,24,41,0,0,0,1,0,1,0.0,-17
0,2,0.0,0.0,24,42,0,0,1,0,0,1,0.0,-18
0,2,0.0,15.0,25,42,0,0,1,0,1,0,1.0,-17
0,2,15.0,15.0,25,43,0,0,1,0,0,1,1.0,-18
0,2,15.0,30.0,26,43,0,0,1,0,1,0,2.0,-17
0,2,30.0,30.0,26,44,0,0,1,0,0,1,2.0,-18
0,2,30.0,40.0,26,45,0,1,1,0,0,1,1.0,-19
0,3,0.0,0.0,26,46,0,0,0,1,0,1,1.0,-20
0,3,0.0,15.0,27,46,0,0,0,1,1,0,1.0,-19
0,3,15.0,15.0,27,47,0,0,0,1,0,1,1.0,-20
0,3,15.0,30.0,27,48,0,0,0,1,0,1,1.0,-21
0,3,15.0,40.0,27,49,0,0,0,1,0,1,1.0,-22
0,4,0.0,0.0,28,49,0,0,1,0,1,0,1.0,-21
0,4,15.0,0.0,29,49,0,0,1,0,1,0,2.0,-20
0,4,30.0,0.0,29,50,0,0,1,0,0,1,2.0,-21
0,4,30.0,15.0,30,50,0,0,1,0,1,0,3.0,-20
0,4,40.0,15.0,30,51,0,0,1,0,0,1,2.0,-21
0,4,40.0,30.0,30,52,0,0,1,0,0,1,1.0,-22
0,4,40.0,40.0,31,52,0,0,1,0,1,0,2.0,-21
0,4,50.0,40.0,32,52,0,0,1,0,1,0,2.0,-20
1,4,0.0,0.0,32,53,0,0,0,1,0,1,2.0,-21
1,4,0.0,15.0,32,54,0,0,0,1,0,1,2.0,-22
1,4,0.0,30.0,32,55,0,0,0,1,0,1,1.0,-23
1,4,0.0,40.0,33,55,0,0,0,1,1,0,1.0,-22
1,4,15.0,40.0,33,56,0,0,0,1,0,1,1.0,-23
1,5,0.0,0.0,33,57,0,0,1,0,0,1,1.0,-24
1,5,0.0,15.0,33,58,0,0,1,0,0,1,1.0,-25
1,5,0.0,30.0,33,59,0,0,1,0,0,1,0.0,-26
1,5,0.0,40.0,33,60,0,1,1,0,0,1,0.0,-27
0,0,0.0,0.0,33,61,0,0,0,1,0,1,0.0,-28
0,0,0.0,15.0,33,62,0,0,0,1,0,1,0.0,-29
0,0,0.0,30.0,33,63,0,0,0,1,0,1,0.0,-30
0,0,0.0,40.0,34,63,0,0,0,1,1,0,1.0,-29
0,0,15.0,40.0,35,63,0,0,0,1,1,0,2.0,-28
0,0,30.0,40.0,35,64,0,0,0,1,0,1,2.0,-29
0,1,0.0,0.0,36,64,0,0,1,0,1,0,3.0,-28
0,1,15.0,0.0,37,64,0,0,1,0,1,0,3.0,-27
0,1,30.0,0.0,38,64,0,0,1,0,1,0,3.0,-26
0,1,40.0,0.0,39,64,0,0,1,0,1,0,4.0,-25
1,1,0.0,0.0,39,65,0,0,0,1,0,1,3.0,-26
1,1,0.0,15.0,39,66,0,0,0,1,0,1,2.0,-27
1,1,0.0,30.0,40,66,0,0,0,1,1,0,2.0,-26
1,1,15.0,30.0,40,67,0,0,0,1,0,1,1.0,-27
1,1,15.0,40.0,40,68,0,0,0,1,0,1,1.0,-28
1,2,0.0,0.0,41,68,0,0,1,0,1,0,2.0,-27
1,2,15.0,0.0,42,68,0,0,1,0,1,0,2.0,-26
1,2,30.0,0.0,42,69,0,0,1,0,0,1,2.0,-27
1,2,30.0,15.0,43,69,0,0,1,0,1,0,3.0,-26
1,2,40.0,15.0,44,69,0,0,1,0,1,0,3.0,-25
2,2,0.0,0.0,44,70,0,0,0,1,0,1,2.0,-26
2,2,0.0,15.0,44,71,0,0,0,1,0,1,2.0,-27
2,2,0.0,30.0,45,71,0,0,0,1,1,0,2.0,-26
2,2,15.0,30.0,45,72,0,0,0,1,0,1,1.0,-27
2,2,15.0,40.0,46,72,0,0,0,1,1,0,2.0,-26
2,2,30.0,40.0,46,73,0,0,0,1,0,1,2.0,-27
2,3,0.0,0.0,47,73,0,0,1,0,1,0,2.0,-26
2,3,15.0,0.0,48,73,0,0,1,0,1,0,3.0,-25
2,3,30.0,0.0,49,73,0,0,1,0,1,0,3.0,-24
2,3,40.0,0.0,50,73,0,0,1,0,1,0,4.0,-23
3,3,0.0,0.0,50,74,0,0,0,1,0,1,3.0,-24
3,3,0.0,15.0,50,75,0,0,0,1,0,1,2.0,-25
3,3,0.0,30.0,50,76,0,0,0,1,0,1,1.0,-26
3,3,0.0,40.0,50,77,0,0,0,1,0,1,0.0,-27
3,4,0.0,0.0,51,77,0,0,1,0,1,0,1.0,-26
3,4,15.0,0.0,51,78,0,0,1,0,0,1,1.0,-27
3,4,15.0,15.0,52,78,0,0,1,0,1,0,2.0,-26
3,4,30.0,15.0,53,78,0,0,1,0,1,0,3.0,-25
3,4,40.0,15.0,54,78,0,0,1,0,1,0,3.0,-24
4,4,0.0,0.0,54,79,0,0,0,1,0,1,3.0,-25
4,4,0.0,15.0,55,79,0,0,0,1,1,0,3.0,-24
4,4,15.0,15.0,55,80,0,0,0,1,0,1,2.0,-25
4,4,15.0,30.0,55,81,0,0,0,1,0,1,1.0,-26
4,4,15.0,40.0,55,82,0,0,0,1,0,1,1.0,-27
4,5,0.0,0.0,56,82,0,0,1,0,1,0,1.0,-26
4,5,15.0,0.0,57,82,0,0,1,0,1,0,2.0,-25
4,5,30.0,0.0,58,82,0,0,1,0,1,0,3.0,-24
4,5,40.0,0.0,59,82,0,0,1,0,1,0,4.0,-23
5,5,0.0,0.0,59,83,0,0,0,1,0,1,3.0,-24
5,5,0.0,15.0,59,84,0,0,0,1,0,1,2.0,-25
5,5,0.0,30.0,59,85,0,0,0,1,0,1,1.0,-26
5,5,0.0,40.0,59,86,0,0,0,1,0,1,0.0,-27
5,6,0.0,0.0,60,86,0,0,1,0,1,0,1.0,-26
5,6,15.0,0.0,61,86,0,0,1,0,1,0,2.0,-25
5,6,30.0,0.0,61,87,0,0,1,0,0,1,2.0,-26
5,6,30.0,15.0,62,87,0,0,1,0,1,0,3.0,-25
5,6,40.0,15.0,62,88,0,0,1,0,0,1,2.0,-26
5,6,40.0,30.0,62,89,0,0,1,0,0,1,1.0,-27
5,6,40.0,40.0,63,89,0,0,1,0,1,0,2.0,-26
5,6,50.0,40.0,63,90,0,0,1,0,0,1,1.0,-27
5,6,40.0,40.0,64,90,0,0,1,0,1,0,2.0,-26
5,6,50.0,40.0,65,90,0,0,1,0,1,0,3.0,-25
6,6,0.0,0.0,65,91,0,0,0,1,0,1,2.0,-26
6,6,0.0,15.0,66,91,0,0,1,0,1,0,3.0,-25
6,6,15.0,15.0,66,92,0,0,1,0,0,1,2.0,-26
6,6,15.0,30.0,66,93,0,0,0,1,0,1,1.0,-27
6,6,15.0,41.32,67,93,0,0,0,1,1,0,2.0,-26
6,6,30.0,41.32,68,93,0,0,1,0,1,0,2.0,-25
6,6,41.32,41.32,69,93,0,0,1,0,1,0,3.0,-24
6,6,41.32,41.32,70,93,0,0,0,1,1,0,4.0,-23
6,6,41.32,41.32,70,94,0,0,0,1,0,1,3.0,-24
6,6,41.32,41.32,70,95,0,0,1,0,0,1,2.0,-25
6,6,41.32,41.32,70,96,0,0,1,0,0,1,1.0,-26
6,6,41.32,41.32,70,97,0,0,0,1,0,1,0.0,-27
0,0,0.0,0.0,1,0,0,0,0,1,1,0,1.0,1
0,0,15.0,0.0,2,0,0,0,0,1,1,0,2.0,2
0,0,30.0,0.0,2,1,0,0,0,1,0,1,2.0,1
0,0,30.0,15.0,3,1,0,0,0,1,1,0,3.0,2
0,0,40.0,15.0,3,2,0,0,0,1,0,1,2.0,1
0,0,40.0,30.0,3,3,0,0,0,1,0,1,1.0,0
0,0,40.0,40.0,3,4,0,0,0,1,0,1,1.0,-1
0,0,40.0,50.0,3,5,0,0,0,1,0,1,0.0,-2
0,1,0.0,0.0,3,6,0,0,1,0,0,1,0.0,-3
0,1,0.0,15.0,4,6,0,0,1,0,1,0,1.0,-2
0,1,15.0,15.0,4,7,0,0,1,0,0,1,1.0,-3
0,1,15.0,30.0,5,7,0,0,1,0,1,0,2.0,-2
0,1,30.0,30.0,6,7,0,0,1,0,1,0,3.0,-1
0,1,40.0,30.0,7,7,0,0,1,0,1,0,3.0,0
1,1,0.0,0.0,7,8,0,0,0,1,0,1,3.0,-1
1,1,0.0,15.0,8,8,0,0,0,1,1,0,3.0,0
1,1,15.0,15.0,8,9,0,0,0,1,0,1,2.0,-1
1,1,15.0,30.0,8,10,0,0,0,1,0,1,1.0,-2
1,1,15.0,40.0,8,11,0,0,0,1,0,1,1.0,-3
1,2,0.0,0.0,9,11,0,0,1,0,1,0,1.0,-2
1,2,15.0,0.0,10,11,0,0,1,0,1,0,2.0,-1
1,2,30.0,0.0,11,11,0,0,1,0,1,0,3.0,0
1,2,40.0,0.0,12,11,0,0,1,0,1,0,4.0,1
2,2,0.0,0.0,13,11,0,0,0,1,1,0,4.0,2
2,2,15.0,0.0,13,12,0,0,0,1,0,1,3.0,1
2,2,15.0,15.0,13,13,0,0,0,1,0,1,2.0,0
2,2,15.0,30.0,13,14,0,0,0,1,0,1,1.0,-1
2,2,15.0,40.0,14,14,0,0,0,1,1,0,1.0,0
2,2,30.0,40.0,15,14,0,0,0,1,1,0,2.0,1
2,2,40.0,40.0,15,15,0,0,0,1,0,1,2.0,0
2,2,40.0,50.0,15,16,0,0,0,1,0,1,2.0,-1
2,3,0.0,0.0,16,16,0,0,1,0,1,0,2.0,0
2,3,15.0,0.0,17,16,0,0,1,0,1,0,2.0,1
2,3,30.0,0.0,18,16,0,0,1,0,1,0,3.0,2
2,3,40.0,0.0,19,16,0,0,1,0,1,0,4.0,3
3,3,0.0,0.0,19,17,0,0,0,1,0,1,3.0,2
3,3,0.0,15.0,20,17,0,0,0,1,1,0,3.0,3
3,3,15.0,15.0,20,18,0,0,0,1,0,1,2.0,2
3,3,15.0,30.0,21,18,0,0,0,1,1,0,2.0,3
3,3,30.0,30.0,22,18,0,0,0,1,1,0,3.0,4
3,3,40.0,30.0,22,19,0,0,0,1,0,1,2.0,3
3,3,40.0,40.0,22,20,0,0,0,1,0,1,2.0,2
3,3,40.0,50.0,22,21,0,0,0,1,0,1,1.0,1
3,4,0.0,0.0,22,22,0,0,1,0,0,1,0.0,0
3,4,0.0,15.0,23,22,0,0,1,0,1,0,1.0,1
3,4,15.0,15.0,23,23,0,0,1,0,0,1,1.0,0
3,4,15.0,30.0,23,24,0,0,1,0,0,1,1.0,-1
3,4,15.0,40.0,24,24,0,0,1,0,1,0,2.0,0
3,4,30.0,40.0,24,25,0,1,1,0,0,1,1.0,-1
3,5,0.0,0.0,24,26,0,0,0,1,0,1,1.0,-2
3,5,0.0,15.0,24,27,0,0,0,1,0,1,1.0,-3
3,5,0.0,30.0,25,27,0,0,0,1,1,0,1.0,-2
3,5,15.0,30.0,26,27,0,0,0,1,1,0,2.0,-1
3,5,30.0,30.0,26,28,0,0,0,1,0,1,2.0,-2
3,5,30.0,40.0,27,28,0,0,0,1,1,0,3.0,-1
3,5,40.0,40.0,27,29,0,0,0,1,0,1,2.0,-2
3,5,40.0,50.0,27,30,0,0,0,1,0,1,1.0,-3
0,0,0.0,0.0,28,30,0,0,1,0,1,0,2.0,-2
0,0,15.0,0.0,28,31,0,0,1,0,0,1,1.0,-3
0,0,15.0,15.0,29,31,0,0,1,0,1,0,2.0,-2
0,0,30.0,15.0,29,32,0,0,1,0,0,1,2.0,-3
0,0,30.0,30.0,29,33,0,0,1,0,0,1,1.0,-4
0,0,30.0,40.0,30,33,0,0,1,0,1,0,2.0,-3
0,0,40.0,40.0,31,33,0,0,1,0,1,0,2.0,-2
0,0,50.0,40.0,31,34,0,0,1,0,0,1,2.0,-3
0,0,40.0,40.0,32,34,0,0,1,0,1,0,3.0,-2
0,0,50.0,40.0,32,35,0,0,1,0,0,1,2.0,-3
0,0,40.0,40.0,33,35,0,0,1,0,1,0,2.0,-2
0,0,50.0,40.0,34,35,0,0,1,0,1,0,3.0,-1
1,0,0.0,0.0,35,35,0,0,0,1,1,0,3.0,0
1,0,15.0,0.0,36,35,0,0,0,1,1,0,4.0,1
1,0,30.0,0.0,36,36,0,0,0,1,0,1,3.0,0
1,0,30.0,15.0,36,37,0,0,0,1,0,1,2.0,-1
1,0,30.0,30.0,37,37,0,0,0,1,1,0,2.0,0
1,0,40.0,30.0,37,38,0,0,0,1,0,1,1.0,-1
1,0,40.0,40.0,37,39,0,0,0,1,0,1,1.0,-2
1,0,40.0,50.0,37,40,0,0,0,1,0,1,1.0,-3
1,1,0.0,0.0,38,40,0,0,1,0,1,0,1.0,-2
1,1,15.0,0.0,38,41,0,0,1,0,0,1,1.0,-3
1,1,15.0,15.0,39,41,0,0,1,0,1,0,2.0,-2
1,1,30.0,15.0,40,41,0,0,1,0,1,0,3.0,-1
1,1,40.0,15.0,41,41,0,0,1,0,1,0,3.0,0
2,1,0.0,0.0,42,41,0,0,0,1,1,0,4.0,1
2,1,15.0,0.0,43,41,0,0,0,1,1,0,4.0,2
2,1,30.0,0.0,44,41,0,0,0,1,1,0,4.0,3
2,1,40.0,0.0,45,41,1,0,0,1,1,0,4.0,4
3,1,0.0,0.0,46,41,0,0,1,0,1,0,4.0,5
3,1,15.0,0.0,47,41,0,0,1,0,1,0,4.0,6
3,1,30.0,0.0,48,41,0,0,1,0,1,0,4.0,7
3,1,40.0,0.0,48,42,0,0,1,0,0,1,3.0,6
3,1,40.0,15.0,49,42,0,0,1,0,1,0,3.0,7
4,1,0.0,0.0,49,43,0,0,0,1,0,1,2.0,6
4,1,0.0,15.0,49,44,0,0,0,1,0,1,1.0,5
4,1,0.0,30.0,49,45,0,0,0,1,0,1,1.0,4
4,1,0.0,40.0,49,46,0,0,0,1,0,1,0.0,3
4,2,0.0,0.0,50,46,0,0,1,0,1,0,1.0,4
4,2,15.0,0.0,51,46,0,0,1,0,1,0,2.0,5
4,2,30.0,0.0,52,46,0,0,1,0,1,0,3.0,6
4,2,40.0,0.0,53,46,0,0,1,0,1,0,4.0,7
5,2,0.0,0.0,53,47,0,0,0,1,0,1,3.0,6
5,2,0.0,15.0,54,47,0,0,0,1,1,0,3.0,7
5,2,15.0,15.0,54,48,0,0,0,1,0,1,2.0,6
5,2,15.0,30.0,54,49,0,0,0,1,0,1,1.0,5
5,2,15.0,40.0,54,50,0,0,0,1,0,1,1.0,4
5,3,0.0,0.0,55,50,0,0,1,0,1,0,1.0,5
5,3,15.0,0.0,56,50,0,0,1,0,1,0,2.0,6
5,3,30.0,0.0,57,50,0,0,1,0,1,0,3.0,7
5,3,40.0,0.0,57,51,0,0,1,0,0,1,3.0,6
5,3,40.0,15.0,57,52,0,0,1,0,0,1,2.0,5
5,3,40.0,30.0,58,52,0,0,1,0,1,0,2.0,6
0,0,0.0,0.0,59,52,0,0,0,1,1,0,2.0,7
0,0,15.0,0.0,59,53,0,0,0,1,0,1,2.0,6
0,0,15.0,15.0,59,54,0,0,0,1,0,1,2.0,5
0,0,15.0,30.0,59,55,0,0,0,1,0,1,1.0,4
0,0,15.0,40.0,59,56,0,0,0,1,0,1,0.0,3
0,1,0.0,0.0,60,56,0,0,1,0,1,0,1.0,4
0,1,15.0,0.0,61,56,0,0,1,0,1,0,2.0,5
0,1,30.0,0.0,61,57,0,0,1,0,0,1,2.0,4
0,1,30.0,15.0,62,57,0,0,1,0,1,0,3.0,5
0,1,40.0,15.0,63,57,0,0,1,0,1,0,3.0,6
1,1,0.0,0.0,64,57,0,0,0,1,1,0,3.0,7
1,1,15.0,0.0,65,57,0,0,0,1,1,0,4.0,8
1,1,30.0,0.0,66,57,0,0,0,1,1,0,4.0,9
1,1,40.0,0.0,66,58,0,0,0,1,0,1,3.0,8
1,1,40.0,15.0,66,59,0,0,0,1,0,1,2.0,7
1,1,40.0,30.0,66,60,0,0,0,1,0,1,1.0,6
1,1,40.0,40.0,67,60,0,0,0,1,1,0,1.0,7
1,1,50.0,40.0,67,61,0,0,0,1,0,1,1.0,6
1,1,40.0,40.0,67,62,0,0,0,1,0,1,1.0,5
1,1,40.0,50.0,68,62,0,0,0,1,1,0,2.0,6
1,1,40.0,40.0,69,62,0,0,0,1,1,0,2.0,7
1,1,50.0,40.0,69,63,0,0,0,1,0,1,2.0,6
1,1,40.0,40.0,70,63,0,0,0,1,1,0,3.0,7
1,1,50.0,40.0,71,63,1,0,0,1,1,0,3.0,8
2,1,0.0,0.0,72,63,0,0,1,0,1,0,3.0,9
2,1,15.0,0.0,73,63,0,0,1,0,1,0,4.0,10
2,1,30.0,0.0,74,63,0,0,1,0,1,0,4.0,11
2,1,40.0,0.0,74,64,0,0,1,0,0,1,3.0,10
2,1,40.0,15.0,74,65,0,0,1,0,0,1,2.0,9
2,1,40.0,30.0,74,66,0,0,1,0,0,1,1.0,8
2,1,40.0,40.0,75,66,0,0,1,0,1,0,1.0,9
2,1,50.0,40.0,76,66,0,0,1,0,1,0,2.0,10
3,1,0.0,0.0,77,66,0,0,0,1,1,0,3.0,11
3,1,15.0,0.0,77,67,0,0,0,1,0,1,3.0,10
3,1,15.0,15.0,77,68,0,0,0,1,0,1,2.0,9
3,1,15.0,30.0,78,68,0,0,0,1,1,0,2.0,10
3,1,30.0,30.0,78,69,0,0,0,1,0,1,1.0,9
3,1,30.0,40.0,79,69,0,0,0,1,1,0,2.0,10
3,1,40.0,40.0,80,69,0,0,0,1,1,0,3.0,11
3,1,50.0,40.0,80,70,0,0,0,1,0,1,2.0,10
3,1,40.0,40.0,80,71,0,0,0,1,0,1,2.0,9
3,1,40.0,50.0,80,72,0,0,0,1,0,1,1.0,8
3,2,0.0,0.0,81,72,0,0,1,0,1,0,1.0,9
3,2,15.0,0.0,81,73,0,0,1,0,0,1,1.0,8
3,2,15.0,15.0,82,73,0,0,1,0,1,0,2.0,9
3,2,30.0,15.0,83,73,0,0,1,0,1,0,3.0,10
3,2,40.0,15.0,84,73,0,0,1,0,1,0,3.0,11
4,2,0.0,0.0,84,74,0,0,0,1,0,1,3.0,10
4,2,0.0,15.0,84,75,0,0,0,1,0,1,2.0,9
4,2,0.0,30.0,84,76,0,0,0,1,0,1,1.0,8
4,2,0.0,40.0,84,77,0,0,0,1,0,1,0.0,7
4,3,0.0,0.0,84,78,0,0,1,0,0,1,0.0,6
4,3,0.0,15.0,85,78,0,0,1,0,1,0,1.0,7
4,3,15.0,15.0,85,79,0,0,1,0,0,1,1.0,6
4,3,15.0,30.0,86,79,0,0,1,0,1,0,2.0,7
4,3,30.0,30.0,87,79,0,0,1,0,1,0,3.0,8
4,3,40.0,30.0,88,79,0,0,1,0,1,0,3.0,9
5,3,0.0,0.0,89,79,0,0,0,1,1,0,4.0,10
5,3,15.0,0.0,89,80,0,0,0,1,0,1,3.0,9
5,3,15.0,15.0,90,80,0,0,0,1,1,0,3.0,10
5,3,30.0,15.0,91,80,0,0,0,1,1,0,3.0,11
5,3,40.0,15.0,91,81,0,0,0,1,0,1,2.0,10
5,3,40.0,30.0,91,82,0,0,0,1,0,1,2.0,9
5,3,40.0,40.0,92,82,0,0,0,1,1,0,2.0,10
5,3,50.0,40.0,93,82,1,0,0,1,1,0,2.0,11
0,0,0.0,0.0,93,83,0,0,1,0,0,1,2.0,10
0,0,0.0,15.0,93,84,0,0,1,0,0,1,2.0,9
0,0,0.0,30.0,94,84,0,0,1,0,1,0,2.0,10
0,0,15.0,30.0,95,84,0,0,1,0,1,0,2.0,11
0,0,30.0,30.0,96,84,0,0,1,0,1,0,3.0,12
0,0,40.0,30.0,97,84,0,0,1,0,1,0,4.0,13
1,0,0.0,0.0,97,85,0,0,0,1,0,1,3.0,12
1,0,0.0,15.0,98,85,0,0,0,1,1,0,3.0,13
1,0,15.0,15.0,98,86,0,0,0,1,0,1,2.0,12
1,0,15.0,30.0,99,86,0,0,0,1,1,0,2.0,13
1,0,30.0,30.0,99,87,0,0,0,1,0,1,2.0,12
1,0,30.0,40.0,99,88,0,0,0,1,0,1,1.0,11
1,1,0.0,0.0,100,88,0,0,1,0,1,0,2.0,12
1,1,15.0,0.0,100,89,0,0,1,0,0,1,1.0,11
1,1,15.0,15.0,101,89,0,0,1,0,1,0,2.0,12
1,1,30.0,15.0,101,90,0,0,1,0,0,1,2.0,11
1,1,30.0,30.0,102,90,0,0,1,0,1,0,2.0,12
1,1,40.0,30.0,103,90,0,0,1,0,1,0,3.0,13
2,1,0.0,0.0,103,91,0,0,0,1,0,1,2.0,12
2,1,0.0,15.0,103,92,0,0,0,1,0,1,2.0,11
2,1,0.0,30.0,103,93,0,0,0,1,0,1,1.0,10
2,1,0.0,40.0,103,94,0,0,0,1,0,1,0.0,9
2,2,0.0,0.0,104,94,0,0,1,0,1,0,1.0,10
2,2,15.0,0.0,105,94,0,0,1,0,1,0,2.0,11
2,2,30.0,0.0,106,94,0,0,1,0,1,0,3.0,12
2,2,40.0,0.0,107,94,0,0,1,0,1,0,4.0,13
3,2,0.0,0.0,107,95,0,0,0,1,0,1,3.0,12
3,2,0.0,15.0,108,95,0,0,0,1,1,0,3.0,13
3,2,15.0,15.0,108,96,0,0,0,1,0,1,2.0,12
3,2,15.0,30.0,108,97,0,0,0,1,0,1,1.0,11
3,2,15.0,40.0,108,98,0,0,0,1,0,1,1.0,10
3,3,0.0,0.0,109,98,0,0,1,0,1,0,1.0,11
3,3,15.0,0.0,110,98,0,0,1,0,1,0,2.0,12
3,3,30.0,0.0,111,98,0,0,1,0,1,0,3.0,13
3,3,40.0,0.0,112,98,0,0,1,0,1,0,4.0,14
4,3,0.0,0.0,113,98,0,0,0,1,1,0,4.0,15
4,3,15.0,0.0,114,98,0,0,0,1,1,0,4.0,16
